Actor2Code	Actor2Name	Actor2CountryCode	Actor2KnownGroupCode	Actor2EthnicCode	Actor2Religion1Code	Actor2Religion2Code	Actor2Type1Code	Actor2Type2Code	Actor2Type3Code
LAB	WORKER						LAB		
LAB	EMPLOYEE						LAB		
MED	MEDIA						MED		
MNCUSAMED	GOOGLE	USA					MNC	MED	
POL	POLAND	POL							
									
									
									
									
MWI	MALAWI	MWI							
MWI	MALAWI	MWI							
MWI	MALAWI	MWI							
									
									
									
COP	PRISON						COP		
									
									
IDN	INDONESIA	IDN							
CVL	CIVILIAN						CVL		
IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO		
									
									
USA	UNITED STATES	USA							
									
									
UKR	UKRAINIAN	UKR							
									
LUX	LUXEMBOURG	LUX							
LUX	LUXEMBOURG	LUX							
FRAPTY	FRANCE	FRA							
									
GOV	FINANCE MINIST						GOV		
GOV	GOVERNMENT						GOV		
LEG	PARLIAMENT						LEG		
OPP	THE OPPOSITION						OPP		
sco	SCOTTISH			sco					
									
									
									
BUS	HOLDING COMPANY						BUS		
COP	POLICE						COP		
EDU	STUDENT						EDU		
GBRELI	TONY BLAIR	GBR					ELI		
LEG	PARLIAMENT						LEG		
LEG	PARLIAMENT						LEG		
LEG	PARLIAMENT						LEG		
LKA	SRI LANKA	LKA							
MNCUSA	NETFLIX	USA					MNC		
MNCUSA	NETFLIX	USA					MNC		
MOSELI	MUSLIM				MOS		ELI		
MOSELI	MUSLIM				MOS		ELI		
MWI	MALAWI	MWI							
USA	UNITED STATES	USA							
idg	INDIGENOUS			idg					
SAS	DALIT	SAS							
									
									
									
EDU	STUDENT						EDU		
EDU	SCHOOL						EDU		
									
CVLGOV	CIVILIAN						CVL	GOV	
CVLGOV	CIVILIAN						CVL	GOV	
CVLGOV	CIVILIAN						CVL	GOV	
									
									
MNCJPN	SONY	JPN					MNC		
CRM	CRIMINAL						CRM		
JUD	LAWYER						JUD		
UAF	TERRORIST						UAF		
									
PSE	GAZA	PSE							
PSE	GAZA	PSE							
PSE	GAZA	PSE							
PSE	GAZA	PSE							
PSE	GAZA	PSE							
PSE	GAZA	PSE							
QAT	QATAR	QAT							
QAT	QATAR	QAT							
QAT	QATAR	QAT							
QAT	QATAR	QAT							
QAT	QATAR	QAT							
QATMED	AL JAZEERA	QAT					MED		
QATMED	AL JAZEERA	QAT					MED		
									
CVL	CIVILIAN						CVL		
GOV	GOVERNMENT						GOV		
GOV	GOVERNMENT						GOV		
IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO		
MDVREF	MALE	MDV					REF		
REL	BISHOP								
REL	BISHOP								
ITA	ITALY	ITA							
REL	BISHOP								
									
									
									
									
									
									
									
BUS	COMPANY						BUS		
GOV	PRESIDENT						GOV		
REB	RAIDER						REB		
RUS	RUSSIAN	RUS							
CVL	CIVILIAN						CVL		
CVL	CIVILIAN						CVL		
IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO		
IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO		
EDU	STUDENT						EDU		
EDU	STUDENT						EDU		
MNCKORMED	SAMSUNG	KOR					MNC	MED	
MNCKORMED	SAMSUNG	KOR					MNC	MED	
THA	THAILAND	THA							
afa	AFRICANS			afa					
afa	AFRICANS			afa					
									
									
GOV	DIRECTOR GENERAL						GOV		
MWI	MALAWI	MWI							
TUR	TURKEY	TUR							
UKR	UKRAINE	UKR							
UKR	UKRAINE	UKR							
UKR	UKRAINE	UKR							
UKR	UKRAINE	UKR							
UKR	UKRAINE	UKR							
									
									
									
EDU	SCHOOL						EDU		
									
GOV	GOVERNMENT						GOV		
GOV	GOVERNMENT						GOV		
NZL	AUCKLAND	NZL							
									
SAU	SAUDI ARABIA	SAU							
SAU	SAUDI ARABIA	SAU							
									
									
UKR	UKRAINIAN	UKR							
QATMED	AL JAZEERA	QAT					MED		
QATMED	AL JAZEERA	QAT					MED		
QATMED	AL JAZEERA	QAT					MED		
MED	JOURNALIST						MED		
MED	JOURNALIST						MED		
MED	JOURNALIST						MED		
CHR	CHRISTIAN				CHR				
CHR	CHRISTIAN				CHR				
CHR	CHRISTIAN				CHR				
									
									
									
MILGOV	MILITARY						MIL	GOV	
COD	KINSHASA	COD							
COD	KINSHASA	COD							
									
USA	UNITED STATES	USA							
BUS	COMPANY						BUS		
									
MEX	MEXICAN	MEX							
MEX	MEXICO	MEX							
NLD	NETHERLANDS	NLD							
NLD	DUTCH	NLD							
POL	POLAND	POL							
RUS	RUSSIA	RUS							
RUS	RUSSIAN	RUS							
									
EDU	SCHOOL						EDU		
EDU	STUDENT						EDU		
EDU	SCHOOL						EDU		
GOV	AUTHORITIES						GOV		
TUR	TURKEY	TUR							
HLH	HOSPITAL						HLH		
									
									
LAB	EMPLOYEE						LAB		
LAB	EMPLOYEE						LAB		
LEG	SENATE						LEG		
LEG	SENATE						LEG		
VNM	VIETNAM	VNM							
									
AFR	AFRICA	AFR							
GOV	PRESIDENT						GOV		
NPL	DARCHULA	NPL							
									
ROU	ROMANIA								
AGR	FISHER						AGR		
FRA	FRANCE	FRA							
FRAAGR	FRANCE	FRA					AGR		
IRN	IRAN	IRN							
									
									
AFR	AFRICA	AFR							
MYS	PUTRAJAYA	MYS							
PHL	CALOOCAN	PHL							
GOV	PRIME MINISTER						GOV		
CHR	CHRISTIAN				CHR				
GBR	LONDON	GBR							
GBR	UNITED KINGDOM	GBR							
GBRHLH	BIRMINGHAM	GBR					HLH		
HLH	HOSPITAL						HLH		
INT	FOREIGN NATIONAL						INT		
JUD	PROSECUTOR						JUD		
KAZ	KAZAKHSTAN	KAZ							
LAB	WORKER						LAB		
LVA	LATVIAN	LVA							
LVACVL	LATVIAN	LVA					CVL		
MNCUSAMED	GOOGLE	USA					MNC	MED	
NGOCHR	YMCA				CHR		NGO		
PHL	PHILIPPINE	PHL							
TURUAF	TURKEY	TUR					UAF		
USA	AUSTIN	USA							
USA	UNITED STATES	USA							
ZWE	ZIMBABWE	ZWE							
									
									
									
									
									
GOV	GOVERNMENT						GOV		
GBR	UNITED KINGDOM	GBR							
HLH	HOSPITAL						HLH		
IRN	IRAN	IRN							
IRN	IRAN	IRN							
IRN	IRAN	IRN							
									
VATGOV	VATICAN	VAT					GOV		
VATREL	VATICAN	VAT							
									
									
									
									
CRM	DEALER						CRM		
CVL	VILLAGE						CVL		
MED	MEDIA						MED		
MED	MEDIA						MED		
REL	PILGRIM								
REL	PILGRIM								
ROU	ROMANIA								
USAMED	REUTERS	USA					MED		
									
									
HUN	HUNGARIAN	HUN							
HUNMIL	HUNGARIAN	HUN					MIL		
									
CHEGOV	SWISS	CHE					GOV		
									
									
									
									
CRM	CRIMINAL						CRM		
									
									
									
BUS	BUSINESS						BUS		
CRM	CRIMINAL						CRM		
CRM	PERPETRATOR						CRM		
GBR	BIRMINGHAM	GBR							
NGA	NIGERIA	NGA							
PHL	PHILIPPINE	PHL							
UKR	UKRAINIAN	UKR							
									
									
									
IDN	INDONESIA	IDN							
IDN	INDONESIA	IDN							
									
BUS	COMPANY						BUS		
MAR	MOROCCO	MAR							
									
ESP	SPANISH	ESP							
MNCUSAMED	GOOGLE	USA					MNC	MED	
RUS	RUSSIAN	RUS							
RUSMIL	RUSSIAN	RUS					MIL		
									
									
									
									
CHR	CHRISTIAN				CHR				
CHR	CHRISTIAN				CHR				
CHRCTH	THE POPE				CHR	CTH			
JUD	LAWYER						JUD		
JUD	LAWYER						JUD		
NGA	NIGERIA	NGA							
									
IGOUNO	UNITED NATIONS		UNO				IGO		
									
									
									
									
BLR	BELARUS	BLR							
CVL	RESIDENTS						CVL		
GOVMIL	DEFENCE MINIST						GOV	MIL	
IRN	IRANIAN	IRN							
JUD	SUPREME COURT						JUD		
MED	JOURNALIST						MED		
PAK	PAKISTAN	PAK							
PAKMED	PAKISTAN	PAK					MED		
PTY	POLITICAL PARTY								
USA	AUSTIN	USA							
USAMED	REUTERS	USA					MED		
									
									
									
AUS	AUSTRALIA	AUS							
									
CAN	CANADA	CAN							
CAN	CANADA	CAN							
CAN	CANADA	CAN							
CRM	CRIMINAL						CRM		
CRM	CRIMINAL						CRM		
CRM	CRIMINAL						CRM		
CRM	CRIMINAL						CRM		
									
									
									
JUD	JUDGE						JUD		
SGPHLH	SINGAPORE	SGP					HLH		
SGP	SINGAPORE	SGP							
MED	MEDIA						MED		
GOV	REGIME						GOV		
AUS	AUSTRALIA	AUS							
PSE	PALESTINIAN	PSE							
NLD	DUTCH	NLD							
NLD	DUTCH	NLD							
									
FRA	FRANCE	FRA							
FRAAGR	FRANCE	FRA					AGR		
PHL	CALOOCAN	PHL							
									
									
MED	MEDIA						MED		
									
									
									
MYSLEG	SELANGOR	MYS					LEG		
PTY	DEMOCRATIC PARTY								
									
MED	NEWSPAPER						MED		
GOVMIL	DEFENCE MINIST						GOV	MIL	
UKR	UKRAINIAN	UKR							
UKR	UKRAINE	UKR							
UKR	UKRAINE	UKR							
GOVMIL	DEFENCE MINIST						GOV	MIL	
									
LTU	LITHUANIAN	LTU							
LTU	LITHUANIAN	LTU							
									
									
CVL	VILLAGE						CVL		
IRN	IRANIAN	IRN							
									
									
EDU	STUDENT						EDU		
GOV	REGIME						GOV		
MED	TELEVISION						MED		
MLI	MALI	MLI							
GOV	PRIME MINISTER						GOV		
GOV	PRIME MINISTER						GOV		
GOV	PRIME MINISTER						GOV		
GOV	PRIME MINISTER						GOV		
MIL	COLONEL						MIL		
MIL	COLONEL						MIL		
									
MNCKOR	SAMSUNG	KOR					MNC		
									
UAF	FIGHTER						UAF		
									
LEG	LEGISLATIVE ASSEMBLY						LEG		
CRM	SEX WORKER						CRM		
GBR	LONDON	GBR							
MED	TELEVISION						MED		
									
CRM	CRIMINAL						CRM		
ITA	ITALY	ITA							
ITA	ITALY	ITA							
ITA	ITALY	ITA							
ITA	ITALY	ITA							
RUSJUD	RUSSIA	RUS					JUD		
									
GOV	PRESIDENT						GOV		
GOV	PRESIDENT						GOV		
GOV	PRESIDENT						GOV		
MED	MEDIA						MED		
MED	MEDIA						MED		
MED	MEDIA						MED		
MED	MEDIA						MED		
GOV	PRESIDENT						GOV		
GOV	PRESIDENT						GOV		
									
IRN	IRANIAN	IRN							
									
CVL	CIVILIAN						CVL		
BUS	COMPANIES						BUS		
BUS	COMPANIES						BUS		
ROU	ROMANIAN								
EUR	EUROPEAN	EUR							
NLD	THE NETHERLAND	NLD							
SGPHLH	SINGAPORE	SGP					HLH		
									
CRM	CULPRIT						CRM		
LAB	WORKER						LAB		
CRM	CULPRIT						CRM		
									
MOS	ISLAMIC				MOS				
TUR	TURKEY	TUR							
RUS	RUSSIA	RUS							
									
									
									
									
									
									
									
									
FRA	FRENCH	FRA							
FRA	FRANCE	FRA							
GOVEDU	EDUCATION OFFICIAL						GOV	EDU	
MED	MEDIA						MED		
PTY	PARTY LEADER								
GOV	ADMINISTRATION						GOV		
BUS	COMPANY						BUS		
									
BLR	MINSK	BLR							
BLR	BELARUS	BLR							
									
									
ZWE	ZIMBABWE	ZWE							
ZWE	ZIMBABWE	ZWE							
									
									
									
									
AFR	AFRICA	AFR							
AFR	AFRICA	AFR							
IND	MAHARASHTRA	IND							
FRA	FRANCE	FRA							
FRA	FRANCE	FRA							
sco	SCOTTISH			sco					
IGOUNOAIE	INTERNATIONAL ENERGY AGENCY		UNO				IGO		
IGOUNOAIE	INTERNATIONAL ENERGY AGENCY		UNO				IGO		
AFR	AFRICA	AFR							
AFR	AFRICA	AFR							
AZEGOV	AZERBAIJAN	AZE					GOV		
BGD	BANGLADESH	BGD							
BUS	COMPANIES						BUS		
BUS	MANUFACTURER						BUS		
EDU	STUDENT						EDU		
GOV	PRIME MINISTER						GOV		
HLH	HOSPITAL						HLH		
IGOSAFSAD	SADC	SAF	SAD				IGO		
IND	CHENNAI	IND							
INDGOVDEV	TAMIL NADU	IND					GOV	DEV	
IRNCVL	IRAN	IRN					CVL		
LEG	SENATE						LEG		
OPP	THE OPPOSITION						OPP		
USA	TEXAS	USA							
									
									
BUS	INDUSTRY						BUS		
MIL	MILITARY						MIL		
MIL	MILITARY						MIL		
IGOSAFSAD	SADC	SAF	SAD				IGO		
LEG	SENATE						LEG		
MDV	MALE	MDV							
GOV	PRIME MINISTER						GOV		
									
FRA	FRANCE	FRA							
FRA	FRANCE	FRA							
									
BGDGOV	BANGLADESH	BGD					GOV		
BGD	BANGLADESH	BGD							
FRA	FRENCH	FRA							
FRA	FRANCE	FRA							
AZE	AZERBAIJAN	AZE							
AZE	AZERBAIJAN	AZE							
AZE	AZERBAIJAN	AZE							
									
									
									
									
									
									
									
GBRBUS	UNITED KINGDOM	GBR					BUS		
LAB	EMPLOYEE						LAB		
LAB	EMPLOYEE						LAB		
									
CVL	COMMUNITY						CVL		
CVL	COMMUNITY						CVL		
CVL	COMMUNITY						CVL		
CVL	COMMUNITY						CVL		
USA	UNITED STATES	USA							
USA	UNITED STATES	USA							
									
CVL	NEIGHBORHOOD						CVL		
GBR	UNITED KINGDOM	GBR							
GBRGOV	UNITED KINGDOM	GBR					GOV		
GOV	ATTORNEY GENERAL						GOV		
MEDGOV	WEBSITE						MED	GOV	
PHL	CORDILLERA	PHL							
USA	UNITED STATES	USA							
USAGOV	UNITED STATES	USA					GOV		
CUB	CUBAN	CUB							
									
IGOEUREEC	THE EU	EUR	EEC				IGO		
LBN	LEBANESE	LBN							
MDV	MALE	MDV							
MIL	ARMY						MIL		
TUR	TURKEY	TUR							
UAF	TERRORIST						UAF		
									
CZE	CZECH	CZE							
ISRGOV	ISRAELI	ISR					GOV		
ISRGOVMIL	ISRAELI	ISR					GOV	MIL	
									
									
ISR	ISRAEL	ISR							
ZAF	KIMBERLEY	ZAF							
									
GBR	UNITED KINGDOM	GBR							
ISR	ISRAEL	ISR							
ISR	ISRAEL	ISR							
POL	POLAND	POL							
POL	POLAND	POL							
									
UKR	UKRAINIAN	UKR							
UKR	UKRAINIAN	UKR							
UKR	UKRAINIAN	UKR							
UKRGOV	UKRAINIAN	UKR					GOV		
UKRGOV	UKRAINIAN	UKR					GOV		
IRN	IRANIAN	IRN							
IRN	IRANIAN	IRN							
IRNOPP	IRAN	IRN					OPP		
IRNOPP	IRANIAN	IRN					OPP		
EDU	SCHOOL						EDU		
HLH	HOSPITAL						HLH		
HLH	HOSPITAL						HLH		
LEG	SENATE						LEG		
USA	UNITED STATES	USA							
USA	UNITED STATES	USA							
ZAF	KIMBERLEY	ZAF							
sco	SCOTTISH			sco					
GBR	UNITED KINGDOM	GBR							
									
									
									
									
AZE	AZERBAIJAN	AZE							
BEL	BRUSSELS	BEL							
GOVCVL	GOVERNOR						GOV	CVL	
IGOUNO	THE UN		UNO				IGO		
IGOUNO	THE UN		UNO				IGO		
ISR	ISRAEL	ISR							
ITA	ITALIAN	ITA							
LEG	CONGRESS						LEG		
PRK	NORTH KOREA	PRK							
									
GOV	GOVERNMENT						GOV		
									
MED	MEDIA						MED		
ISR	ISRAEL	ISR							
GBR	BRITISH	GBR							
									
									
									
CHN	CHINA	CHN							
CHN	CHINESE	CHN							
AFR	AFRICA	AFR							
									
AGO	ANGOLA	AGO							
GOV	FOREIGN MINIST						GOV		
GOV	FOREIGN MINIST						GOV		
UAF	TERRORIST						UAF		
									
									
COP	POLICE						COP		
									
									
									
									
									
COP	POLICE						COP		
FRAGOV	FRANCE	FRA					GOV		
FRAGOV	FRANCE	FRA					GOV		
IRNCVL	IRAN	IRN					CVL		
ITAGOV	ITALY	ITA					GOV		
ITAGOV	ITALY	ITA					GOV		
ITAGOV	ITALY	ITA					GOV		
USA	UNITED STATES	USA							
									
									
IRN	IRAN	IRN							
USA	UNITED STATES	USA							
FRAGOV	FRANCE	FRA					GOV		
FRAGOV	FRENCH	FRA					GOV		
									
CRM	CRIMINAL						CRM		
DEU	BERLIN	DEU							
DEUGOVMIL	GERMAN	DEU					GOV	MIL	
NLD	THE HAGUE	NLD							
QATMED	AL JAZEERA	QAT					MED		
CRM	CRIMINAL						CRM		
DEU	GERMAN	DEU							
ISR	ISRAEL	ISR							
QATMED	AL JAZEERA	QAT					MED		
DEU	GERMAN	DEU							
DEUGOV	GERMANY	DEU					GOV		
CVL	POPULATION						CVL		
GOV	GOVERNMENT						GOV		
IRN	IRANIAN	IRN							
IRN	IRAN	IRN							
IRN	IRANIAN	IRN							
IRN	IRANIAN	IRN							
IRN	IRANIAN	IRN							
									
IGOOAS	ORGANIZATION OF AMERICAN STATES		OAS				IGO		
SDN	SUDANESE	SDN							
SDN	SUDANESE	SDN							
SDN	SUDANESE	SDN							
SDN	SUDANESE	SDN							
USA	UNITED STATES	USA							
USA	AMERICAN	USA							
KENMED	KENYA	KEN					MED		
MED	JOURNALIST						MED		
									
GOV	ADMINISTRATION						GOV		
									
									
									
GBR	UNITED KINGDOM	GBR							
SGP	SINGAPORE	SGP							
GOV	PRESIDENT						GOV		
SYR	SYRIAN	SYR							
MED	MEDIA						MED		
									
GBR	UNITED KINGDOM	GBR							
MEDGOV	WEBSITE						MED	GOV	
HLH	HOSPITAL						HLH		
GOV	REGULATOR						GOV		
RUS	RUSSIAN	RUS							
RUSMED	RUSSIAN	RUS					MED		
									
									
									
									
									
									
EDU	SCHOOL						EDU		
IRN	IRANIAN	IRN							
IRNGOV	IRANIAN	IRN					GOV		
JUD	JUDICIARY						JUD		
JUD	JUDICIARY						JUD		
JUD	JUDICIARY						JUD		
LBN	LEBANON	LBN							
LBY	TRIPOLI	LBY							
MOS	MUSLIM				MOS				
UKR	UKRAINE	UKR							
UKR	UKRAINIAN	UKR							
LEG	SENATE						LEG		
IGOWAFWAS	ECONOMIC COMMUNITY OF WEST AFRICAN STATES	WAF	WAS				IGO		
IGOWAFWAS	ECONOMIC COMMUNITY OF WEST AFRICAN STATES	WAF	WAS				IGO		
USAGOVMIL	UNITED STATES	USA					GOV	MIL	
MNCUSAMED	GOOGLE	USA					MNC	MED	
									
MNCUSA	MICROSOFT	USA					MNC		
									
									
CHR	CHRISTIAN				CHR				
MOS	MUSLIM				MOS				
MOS	MUSLIM				MOS				
CHR	DIOCESE				CHR				
GOV	GOVERNMENT						GOV		
NGAGOV	NIGERIA	NGA					GOV		
									
									
CRM	CRIMINAL						CRM		
CRM	CRIMINAL						CRM		
ISR	ISRAEL	ISR							
ISR	ISRAEL	ISR							
									
CRM	CRIMINAL						CRM		
CRM	CRIMINAL						CRM		
ISR	ISRAEL	ISR							
ISR	ISRAEL	ISR							
									
CHR	DIOCESE				CHR				
									
UKRGOV	UKRAINE	UKR					GOV		
ROU	ROMANIAN								
RUSMIL	RUSSIAN	RUS					MIL		
SAUGOV	SAUDI ARABIA	SAU					GOV		
USA	AMERICAN	USA							
LBN	LEBANON	LBN							
LBN	LEBANON	LBN							
									
									
CHN	CHINA	CHN							
RUS	RUSSIA	RUS							
ROU	ROMANIAN								
UKR	UKRAINE	UKR							
UKR	UKRAINIAN	UKR							
									
									
CAN	CANADA	CAN							
CAN	CANADA	CAN							
EDU	ECONOMIST						EDU		
GBR	UNITED KINGDOM	GBR							
GBR	UNITED KINGDOM	GBR							
GBR	UNITED KINGDOM	GBR							
GBR	UNITED KINGDOM	GBR							
IRN	IRANIAN	IRN							
IRN	IRANIAN	IRN							
IRN	IRANIAN	IRN							
IRNGOV	IRANIAN	IRN					GOV		
USA	THE US	USA							
BUS	INDUSTRY						BUS		
BUS	INDUSTRY						BUS		
GBR	GLASGOW	GBR							
GBR	GLASGOW	GBR							
GBR	LONDON	GBR							
NGA	KANO	NGA							
AFR	AFRICA	AFR							
AUS	CHRISTMAS ISLAND	AUS							
AZE	AZERBAIJANI	AZE							
AZE	AZERBAIJANI	AZE							
BGD	BANGLADESH	BGD							
BUS	CEOS						BUS		
BUS	MANUFACTURER						BUS		
BUS	BUSINESS						BUS		
BUS	BUSINESS						BUS		
CAN	VANCOUVER	CAN							
CHNGOV	CANTON	CHN					GOV		
CVL	COMMUNITY						CVL		
CVL	RESIDENTS						CVL		
CVL	RESIDENTS						CVL		
DEU	GERMANY	DEU							
DEU	GERMANY	DEU							
DEU	GERMANY	DEU							
EDU	STUDENT						EDU		
IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO		
ITAHLH	NAPLES	ITA					HLH		
LEG	PARLIAMENT						LEG		
LEG	CONGRESS						LEG		
MNCUSA	COCA COLA	USA					MNC		
MYS	MALAYSIA	MYS							
IRQ	IRAQ	IRQ							
IRQ	IRAQ	IRQ							
IRQ	IRAQ	IRQ							
MIL	ARMY						MIL		
MIL	ARMY						MIL		
									
									
									
									
BUS	COMPANY						BUS		
BUS	COMPANY						BUS		
FRA	FRENCH	FRA							
GHA	GHANA	GHA							
MWIGOV	MALAWI	MWI					GOV		
USA	UNITED STATES	USA							
ZMB	ZAMBIA	ZMB							
									
									
AUSGOVMIL	AUSTRALIA	AUS					GOV	MIL	
GOVMIL	DEFENSE SECRETARY						GOV	MIL	
									
									
AUTMED	AUSTRIA	AUT					MED		
RUS	RUSSIA	RUS							
RUS	RUSSIA	RUS							
RUS	RUSSIA	RUS							
RUS	RUSSIA	RUS							
AZEGOV	AZERBAIJANI	AZE					GOV		
AZEGOV	AZERBAIJANI	AZE					GOV		
AZEGOV	AZERBAIJANI	AZE					GOV		
AZEGOV	AZERBAIJAN	AZE					GOV		
AZEMED	AZERBAIJAN	AZE					MED		
BLR	BELARUS	BLR							
BUS	COMPANY						BUS		
IRN	IRAN	IRN							
IRN	IRAN	IRN							
MED	NEWSPAPER						MED		
TKM	TURKMENISTAN	TKM							
TKM	TURKMENISTAN	TKM							
TKM	TURKMENISTAN	TKM							
TKM	TURKMENISTAN	TKM							
TKM	TURKMENISTAN	TKM							
AZE	AZERBAIJAN	AZE							
AZE	AZERBAIJANI	AZE							
AZE	AZERBAIJAN	AZE							
									
AZE	AZERBAIJAN	AZE							
									
									
									
									
									
									
									
IGOUNODEVWBK	WORLD BANK		UNO				IGO	DEV	
ISR	ISRAELI	ISR							
JOR	JORDAN	JOR							
JOR	JORDAN	JOR							
NGA	NIGERIA	NGA							
NGA	NIGERIA	NGA							
RUSBUS	VLADIMIR	RUS					BUS		
SAU	SAUDI ARABIA	SAU							
SAU	SAUDI ARABIA	SAU							
GOV	GOVERNMENT						GOV		
									
CHNGOV	CHINA	CHN					GOV		
MIL	NAVY						MIL		
SAU	SAUDI	SAU							
									
CHN	CANTON	CHN							
SPY	INTELLIGENCE						SPY		
AUS	CHRISTMAS ISLAND	AUS							
BUS	COMPANY						BUS		
BUS	COMPANY						BUS		
									
CRM	KILLERS						CRM		
CRM	KILLERS						CRM		
EDU	EDUCATIONAL INSTITUTION						EDU		
EDU	STUDENT						EDU		
IGOUNO	THE UN		UNO				IGO		
BGD	BANGLADESH	BGD							
GOV	PRESIDENT						GOV		
MMRCVL	MYANMAR	MMR					CVL		
									
AUT	AUSTRIAN	AUT							
AUT	AUSTRIAN	AUT							
									
									
GOV	GOVERNMENT						GOV		
GOV	REGIME						GOV		
ISR	ISRAEL	ISR							
NZL	NEW ZEALAND	NZL							
OPP	PROTESTER						OPP		
USAEDU	ARIZONA	USA					EDU		
GOV	FINANCE MINIST						GOV		
									
ISR	ISRAELI	ISR							
ISR	ISRAELI	ISR							
NLDGOV	NETHERLANDS	NLD					GOV		
NLDGOV	NETHERLANDS	NLD					GOV		
NLDGOV	DUTCH	NLD					GOV		
FRA	FRENCH	FRA							
FRAGOV	FRENCH	FRA					GOV		
									
									
									
GRC	GREEK	GRC							
OPP	ACTIVIST						OPP		
									
									
									
IGOEUREEC	THE EU	EUR	EEC				IGO		
MNCJPN	TOYOTA	JPN					MNC		
EUR	EUROPE	EUR							
AGR	FISHER						AGR		
DEUGOVLAB	URSULA VON DER LEYEN	DEU					GOV	LAB	
DEUGOVLAB	URSULA VON DER LEYEN	DEU					GOV	LAB	
									
									
BUS	INDUSTRY						BUS		
JUD	JUDGE						JUD		
GBR	BRITISH	GBR							
BUS	MERCHANT						BUS		
GOV	FINANCE MINIST						GOV		
									
									
									
									
									
COPGOV	DEPUTY						COP	GOV	
CRM	CRIMINAL						CRM		
EDU	COLLEGE						EDU		
FRAGOVAGR	BRUNO LE MAIRE	FRA					GOV	AGR	
FRAGOVAGR	BRUNO LE MAIRE	FRA					GOV	AGR	
GBR	UNITED KINGDOM	GBR							
GHA	GHANA	GHA							
IGOUNO	UNITED NATIONS		UNO				IGO		
ISR	ISRAELI	ISR							
ISR	ISRAELI	ISR							
LEG	LAWMAKER						LEG		
MED	NEWSPAPER						MED		
NLD	THE HAGUE	NLD							
REB	REBEL						REB		
REB	REBEL						REB		
REB	REBEL						REB		
REB	REBEL						REB		
RUS	RUSSIAN	RUS							
GOV	GOVERNMENT						GOV		
AUSGOVMIL	AUSTRALIA	AUS					GOV	MIL	
USA	WASHINGTON	USA							
									
EDU	SCHOOL						EDU		
									
GTM	GUATEMALA	GTM							
									
ISR	ISRAEL	ISR							
ISR	ISRAEL	ISR							
EUR	EUROPEAN	EUR							
SPY	INTELLIGENCE						SPY		
GOV	FOREIGN MINIST						GOV		
BUS	CORPORATION						BUS		
									
ETH	ETHIOPIA	ETH							
KEN	KENYA	KEN							
SOM	SOMALIA	SOM							
ISR	ISRAEL	ISR							
ISR	ISRAEL	ISR							
IRN	IRANIAN	IRN							
BUS	BUSINESS LEADER						BUS		
EDU	UNIVERSITY						EDU		
EGY	EGYPT	EGY							
EGY	EGYPT	EGY							
EGY	EGYPT	EGY							
GOV	CABINET						GOV		
GOV	CABINET						GOV		
IDN	INDONESIA	IDN							
IDN	INDONESIA	IDN							
IDN	INDONESIA	IDN							
ISRGOV	ISRAEL	ISR					GOV		
PSE	PALESTINIAN	PSE							
RAD	EXTREMIST						RAD		
RAD	EXTREMIST						RAD		
RAD	EXTREMIST						RAD		
RAD	EXTREMIST						RAD		
ISR	ISRAEL	ISR							
ISR	ISRAELI	ISR							
									
CRM	CRIMINAL						CRM		
									
									
									
									
									
									
GOV	PRESIDENT						GOV		
									
CHN	CHINA	CHN							
TUR	TURKISH	TUR							
TURGOV	TURKISH	TUR					GOV		
BUS	COMPANY						BUS		
									
									
									
CHN	CHINA	CHN							
CHN	CHINA	CHN							
									
									
EGY	EGYPT	EGY							
AFR	AFRICA	AFR							
									
BUS	INDUSTRY						BUS		
									
									
GOV	JUSTICE MINISTER						GOV		
NLDGOV	NETHERLANDS	NLD					GOV		
									
EDU	COLLEGE						EDU		
EDU	COLLEGE						EDU		
EDU	STUDENT						EDU		
									
GOV	SOVEREIGN						GOV		
BUS	INVESTOR						BUS		
IGOJUDICC	INTERNATIONAL CRIMINAL COURT		ICC				IGO	JUD	
GOV	THE PM						GOV		
IRNGOV	IRANIAN	IRN					GOV		
									
AUT	AUSTRIA	AUT							
AUT	AUSTRIA	AUT							
OPP	THE OPPOSITION						OPP		
MED	MEDIA						MED		
GOVOPP	REGIME						GOV	OPP	
GOVOPP	REGIME						GOV	OPP	
OPP	PROTESTER						OPP		
IGOAFRAFU	AFRICAN UNION	AFR					IGO		
IGOAFRAFU	AFRICAN UNION	AFR					IGO		
GBR	BRITON	GBR							
GBR	BRITON	GBR							
IRN	IRAN	IRN							
EGY	EGYPT	EGY							
ESP	SPAIN	ESP							
UKR	UKRAINIAN	UKR							
									
AFR	AFRICA	AFR							
AUS	CHRISTMAS ISLAND	AUS							
EDU	PROFESSOR						EDU		
IGOAFRAFU	AFRICAN UNION	AFR					IGO		
IGOAFRAFU	AFRICAN UNION	AFR					IGO		
JEW	JEWISH				JEW				
MED	JOURNALIST						MED		
MED	MEDIA						MED		
NGOHLHIRC	RED CROSS		IRC				NGO	HLH	
									
									
USAGOVMIL	UNITED STATES	USA					GOV	MIL	
AFR	AFRICA	AFR							
									
BUS	COMPANY						BUS		
									
